network:,distilbert_sst2,depth,16,Loss:CrossEntropy,Dataset:,sst2,Optimizer:,dngd,LearningRate:,3e-5,BatchSize:,32,EpochRange:,80
Epoch,Train_Loss,Train_Accuracy
1,0.36354512135518136,89.94936821630611
2,0.2917030260780928,94.75122125050112
3,0.2666900483984279,96.28353798868581
4,0.2518202854094766,97.16699579800739
5,0.24280899608078593,97.67034402886458
6,0.23452621982244867,98.13360257761808
7,0.22969195491627672,98.33850539725906
8,0.22732106234143862,98.4558048374883
9,0.22406011625168726,98.62655718718912
10,0.22163769395362737,98.76464386999065
11,0.2198298603508648,98.88639771934253
12,0.2185028555699029,98.976970704836
13,0.21562704491360454,99.09723975114701
14,0.21590435681178846,99.07051329641124
15,0.21480243879231026,99.1046637663514
16,0.21476023397507973,99.11357258459665
17,0.21188273504199437,99.29026414646097
18,0.21163424100558717,99.29620335862448
19,0.21127653705960497,99.31699060119675
20,0.21053059743872166,99.33332343464639
21,0.21064299384658525,99.3585650863413
22,0.20890118592283788,99.4535924809574
23,0.20899410362481505,99.43132043534425
24,0.20929471117725282,99.42983563230338
25,0.20798224440096677,99.48328854177494
26,0.20754928137231043,99.50407578434721
27,0.20697951030136572,99.54119586036913
28,0.2065511197559624,99.5872247546363
29,0.20687268263795314,99.53525664820562
30,0.2056247177359044,99.62286002761734
31,0.20607968619770223,99.59167916375893
32,0.20543618280077774,99.6317688458626
33,0.20593317347156181,99.59761837592244
34,0.20465807489289806,99.70452419486556
35,0.2048993321750623,99.66591931580275
36,0.2042867662646142,99.68670655837504
37,0.2044713547988629,99.7015545887838
38,0.20441603012152917,99.70303939182467
39,0.20412300512230028,99.72382663439694
40,0.20384818825189405,99.73718986176483
41,0.20315963468047615,99.74906828609186
42,0.20294693185286397,99.77282513474587
43,0.20232093912547106,99.8158844229313
44,0.20280835959803747,99.7847035590729
45,0.2021998699444773,99.8099452107678
46,0.20253730123937838,99.79509718035902
47,0.20220856463399467,99.82479324117656
48,0.203011936013036,99.77282513474587
49,0.2019058709119108,99.83815646854445
50,0.2018613758959283,99.83667166550357
51,0.20176171371602672,99.84409568070795
52,0.20161827995913045,99.86785252936198
53,0.20167080624086556,99.85151969591234
54,0.20109014370237563,99.87824615064811
55,0.20131206287340994,99.86339812023935
56,0.20114517046974845,99.87230693848461
57,0.20098791639198882,99.89012457497513
58,0.20113991949875396,99.87824615064811
59,0.20068531870983558,99.89457898409776
60,0.20050730344943365,99.90645740842477
61,0.2007164867501927,99.89606378713863
62,0.20033264896365638,99.91388142362915
63,0.20041544324853358,99.91536622667003
64,0.20026250310295268,99.91982063579266
65,0.20001534758724113,99.94357748444669
66,0.2003016273086258,99.91685102971091
67,0.19993869800324113,99.93912307532406
68,0.19996876070306874,99.93763827228318
69,0.19984077432518052,99.94209268140581
70,0.19981479672383243,99.94209268140581
71,0.1997892479573746,99.94654709052844
72,0.19975620411920433,99.95100149965107
73,0.19973880454650117,99.94803189356932
74,0.19972097620969714,99.95397110573282
75,0.19965182389895877,99.9554559087737
76,0.19962599565609052,99.95694071181458
77,0.19962553851253345,99.95248630269195
78,0.1996072586316111,99.95694071181458
79,0.19966122336030856,99.94506228748756
80,0.19955674600289722,99.96139512093721
