network:,distilbert_sst2,depth,16,Loss:CrossEntropy,Dataset:,sst2,Optimizer:,adamw,LearningRate:,3e-05,BatchSize:,32,EpochRange:,80
Epoch,Train_Loss,Train_Accuracy
1,0.3846263337588367,87.72067885195028
2,0.2946720315130193,94.45129103624404
3,0.26756566854242475,96.19890421535584
4,0.253800593376726,97.01257628175622
5,0.24333946660975095,97.59610387682073
6,0.23600625513285187,98.07569525902389
7,0.2304438792469949,98.3607774428722
8,0.227831473762519,98.49737932263285
9,0.22404372020317087,98.72158458180522
10,0.22067926342017294,98.86561047677026
11,0.21855859711164533,98.99181873524476
12,0.21673855644931703,99.0794221146565
13,0.2143047230968566,99.20711517617188
14,0.21374580126760126,99.22196320658065
15,0.2117851892163238,99.33183863160552
16,0.21072912864617102,99.38974595019971
17,0.20988402200991071,99.41647240493549
18,0.2089277139468884,99.48180373873406
19,0.20807361803824997,99.52783263300124
20,0.20837959418529003,99.4921973600202
21,0.20697372288856825,99.58128554247278
22,0.20572483830525587,99.66146490668012
23,0.20597651510227322,99.6377080580261
24,0.20536192877134066,99.67482813404801
25,0.20521061397080184,99.69116096749767
26,0.2049473040106744,99.69413057357941
27,0.20430389043837432,99.73718986176483
28,0.20390363334901543,99.75946190737798
29,0.20421062336256837,99.72531143743782
30,0.2033078042883205,99.78618836211376
31,0.20332315610168666,99.78321875603201
32,0.20334943369420294,99.77282513474587
33,0.20315995474042914,99.78321875603201
34,0.2028162748187851,99.80400599860428
35,0.20262398513790547,99.81439961989042
36,0.2027208223054075,99.80252119556341
37,0.20250966568032805,99.81291481684954
38,0.20266468216291234,99.80697560468604
39,0.20188649907672773,99.85300449895321
40,0.20176303399430318,99.86339812023935
41,0.20187899327334768,99.85597410503496
42,0.20169783543237882,99.86933733240285
43,0.20156423185471967,99.87527654456636
44,0.2015282664545358,99.86933733240285
45,0.20116887355218874,99.89012457497513
46,0.20125960110202254,99.89012457497513
47,0.20118117127169338,99.88121575672987
48,0.20108244788618382,99.90051819626126
49,0.201175359797591,99.89457898409776
50,0.2010076248022836,99.90051819626126
51,0.20084850399482845,99.90348780234302
52,0.20107066496817347,99.891609378016
53,0.20076863023844013,99.91982063579266
54,0.2008399610918661,99.9109118175474
55,0.20072013635958175,99.90794221146565
56,0.20081027626566536,99.90200299930214
57,0.20078192271132933,99.90645740842477
58,0.20082634148716644,99.90645740842477
59,0.20085793167281887,99.89606378713863
60,0.20059189954308038,99.91685102971091
61,0.20062765548461406,99.91388142362915
62,0.2005571160138078,99.91833583275178
63,0.20053653458659837,99.91833583275178
64,0.20066227694163696,99.91388142362915
65,0.20041693284081166,99.92575984795617
66,0.20044685747306307,99.91833583275178
67,0.2004433492087978,99.92575984795617
68,0.2004018406828339,99.92130543883354
69,0.20041493290676923,99.92427504491529
70,0.2004268229432457,99.92724465099704
71,0.20039853064294666,99.92872945403792
72,0.20050147907043014,99.91982063579266
73,0.20034189186016907,99.93318386316055
74,0.20043324651882372,99.92872945403792
75,0.20041753670948417,99.92575984795617
76,0.20039821901400695,99.92279024187441
77,0.2004260115484727,99.92279024187441
78,0.20035284817785096,99.93169906011967
79,0.20043852203249082,99.92279024187441
80,0.20035379866664596,99.92724465099704
