network:,distilbert_sst2,depth,16,Loss:CrossEntropy,Dataset:,sst2,Optimizer:,sam_sgd,LearningRate:,0.0003,BatchSize:,32,EpochRange:,80
Epoch,Train_Loss,Train_Accuracy
1,0.4622575255017949,82.09476013006875
2,0.36998239285589113,89.78307027572792
3,0.3486867435895915,91.15799789157968
4,0.3343040437284954,92.16023994417141
5,0.32247834707524037,92.95609437408127
6,0.31226386837749753,93.5648636208407
7,0.3043560949753696,94.09642310947453
8,0.2966151030004166,94.71410117447921
9,0.29092435524610893,94.9680024944691
10,0.28603585169179424,95.28871995129846
11,0.28167235557511977,95.5530148925745
12,0.277262078130047,95.87224754636297
13,0.27457429356784546,95.98360777442872
14,0.2711636315119805,96.1439665028434
15,0.2688251350243131,96.3280820799121
16,0.26632385393361296,96.48398639920414
17,0.263914654649918,96.60277064247427
18,0.26225021206851246,96.690374021886
19,0.26063092488291145,96.76164456784808
20,0.2594621547681419,96.82103668948314
21,0.25779787126459586,96.9502145540394
22,0.2572183476491099,96.95763856924378
23,0.2554879889989409,97.0838468277183
24,0.2544841532044626,97.08533163075919
25,0.25371313121992733,97.14472375239424
26,0.252629258711944,97.20560067707018
27,0.25212611488803266,97.21896390443807
28,0.2514546430379931,97.28578004127752
29,0.2504070888576485,97.33032413250382
30,0.24967685952039342,97.38377704197538
31,0.2491843278504324,97.41050349671116
32,0.24879276273935821,97.45356278489659
33,0.24798476305965006,97.48325884571412
34,0.24762128551187537,97.48177404267324
35,0.24721779431130145,97.51443970957253
36,0.2468191633952202,97.54265096734918
37,0.24640028406633618,97.58719505857547
38,0.24610924795092992,97.57086222512584
39,0.24550791220681967,97.5990734829025
40,0.24592744963610824,97.58719505857547
41,0.24539199179821514,97.605012695066
42,0.2450619495396376,97.65995040757844
43,0.24452361096395733,97.67925284710984
44,0.24465798157269483,97.64064796804703
45,0.2440920167538446,97.72231213529525
46,0.24385329996038785,97.70300969576385
47,0.24374402884632845,97.71488812009088
48,0.24351728310069676,97.74309937786752
49,0.24336845940620486,97.74161457482666
50,0.24286537311280992,97.75052339307192
51,0.24315075792920846,97.75200819611278
52,0.24342692711715744,97.70300969576385
53,0.2433466060498548,97.7327057565814
54,0.2428859896161494,97.78021945388944
55,0.24244682138294618,97.7445841809084
56,0.24265921058535858,97.78318905997119
57,0.24252283998594715,97.79358268125733
58,0.2426949449786098,97.78318905997119
59,0.24219294894760973,97.80397630254346
60,0.24216232052749806,97.77724984780768
61,0.2419019449705749,97.81882433295223
62,0.24189588690880076,97.82624834815661
63,0.24171814181600784,97.8143699238296
64,0.24219276879575644,97.80694590862522
65,0.24245991217693638,97.78467386301207
66,0.24207999520092283,97.7891282721347
67,0.24191726023539228,97.81585472687048
68,0.24172943782353346,97.84555078768801
69,0.24241690278902756,97.80694590862522
70,0.24191622021928819,97.82624834815661
71,0.2416163178917348,97.833672363361
72,0.24190241246353703,97.8143699238296
73,0.24179599988772013,97.8143699238296
74,0.24183977792070485,97.82327874207486
75,0.241735854879411,97.82327874207486
76,0.24148269346660786,97.84258118160626
77,0.24159104647800644,97.82327874207486
78,0.24177612327481676,97.82476354511574
79,0.24171470892825772,97.80991551470697
80,0.24174447184928521,97.85148999985152
