network:,distilbert_sst2,depth,16,Dataset:,sst2,Optimizer:,adamw,LearningRate:,3e-05,BatchSize:,32,EpochRange:,80
Epoch,Epoch_Wallclock_Sec,Cumulative_Wallclock_Sec
1,211.753254,211.753254
2,207.559076,419.31233
3,205.987573,625.299904
4,262.832159,888.132062
5,207.956888,1096.088951
6,202.963863,1299.052814
7,204.614313,1503.667127
8,207.543644,1711.210772
9,206.62326,1917.834032
10,205.786251,2123.620283
11,208.020421,2331.640704
12,206.161784,2537.802488
13,208.716914,2746.519402
14,206.69452,2953.213921
15,206.115592,3159.329513
16,205.68906,3365.018573
17,238.552747,3603.571321
18,295.995826,3899.567147
19,204.298062,4103.865208
20,203.730299,4307.595507
21,210.627861,4518.223368
22,251.031569,4769.254937
23,203.762609,4973.017546
24,203.771982,5176.789528
25,204.151117,5380.940645
26,203.575578,5584.516223
27,203.612061,5788.128284
28,204.448342,5992.576626
29,203.287913,6195.864539
30,204.35408,6400.21862
31,204.262619,6604.481238
32,205.763928,6810.245167
33,205.332796,7015.577963
34,205.246133,7220.824096
35,204.256876,7425.080972
36,204.974993,7630.055965
37,224.376877,7854.432842
38,266.904492,8121.337334
39,211.346455,8332.683789
40,206.993133,8539.676922
41,207.01837,8746.695292
42,243.401601,8990.096893
43,203.068831,9193.165724
44,204.247452,9397.413176
45,204.492272,9601.905447
46,205.133483,9807.03893
47,204.133196,10011.172126
48,203.78025,10214.952376
49,204.367474,10419.31985
50,204.070975,10623.390825
51,205.021849,10828.412674
52,330.772665,11159.185339
53,209.892089,11369.077428
54,204.855663,11573.933091
55,205.815979,11779.74907
56,202.997678,11982.746748
57,262.868872,12245.61562
58,203.226829,12448.842449
59,202.133762,12650.976212
60,202.134418,12853.110629
61,203.232627,13056.343256
62,203.619188,13259.962444
63,202.336502,13462.298946
64,202.668526,13664.967472
65,204.000056,13868.967528
66,205.487747,14074.455276
67,203.728606,14278.183881
68,204.777511,14482.961392
69,204.645201,14687.606593
70,226.104588,14913.711181
71,248.072062,15161.783243
72,203.054415,15364.837658
73,201.545136,15566.382794
74,201.033196,15767.41599
75,202.88991,15970.305901
76,206.001263,16176.307163
77,201.809936,16378.1171
78,219.009398,16597.126498
79,202.887884,16800.014382
80,201.421684,17001.436066
