Combo_Index,Optimizer,Hyperparameters,Best_Train_Loss,Best_Test_Loss,Best_Train_Accuracy,Best_Test_Accuracy,Wallclock_Sec
1,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.1, ""learning_rate"": 0.003}",0.2302566470131455,0.3722689816994326,98.36820145807658,90.0229357798165,1022.2964401245117
2,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.01, ""learning_rate"": 0.003}",0.23113839537117656,0.4571790099143982,98.37859507936273,85.43577981651376,1024.662630558014
3,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.001, ""learning_rate"": 0.003}",0.6877359146460218,0.6941941423075539,55.78256544269403,50.91743119266055,1015.0658869743347
4,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.0001, ""learning_rate"": 0.003}",0.6877155670927143,0.6965813104595456,55.78256544269403,50.91743119266055,1009.1730642318726
5,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.1, ""learning_rate"": 0.003}",0.23001650524394246,0.3544823537979807,98.42610877667077,90.94036697247707,1027.4216530323029
6,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.01, ""learning_rate"": 0.003}",0.23128282172238177,0.46593018834080013,98.38750389760798,86.23853211009174,1025.4809834957123
7,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.001, ""learning_rate"": 0.003}",0.6877422063764087,0.6946597099304199,55.78256544269403,50.91743119266055,1019.4529092311859
8,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.0001, ""learning_rate"": 0.003}",0.6877305259897137,0.6954043486288616,55.78256544269403,50.91743119266055,1032.9249548912048
9,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.1, ""learning_rate"": 0.003}",0.22903734808013446,0.36448924775634495,98.45283523140655,90.59633027522936,1024.2181961536407
10,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.01, ""learning_rate"": 0.003}",0.23386226579582323,0.4401147503937994,98.17072265364,86.35321100917432,1017.571622133255
11,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.001, ""learning_rate"": 0.003}",0.6877349311835409,0.6970153365816388,55.78256544269403,50.91743119266055,1015.652937412262
12,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.0001, ""learning_rate"": 0.003}",0.6877542944815267,0.6958479114941188,55.78256544269403,50.91743119266055,1059.8342108726501
13,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.1, ""learning_rate"": 0.0003}",0.29426875756500454,0.36216001372252193,94.45277583928493,90.59633027522936,1028.1046512126923
14,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.01, ""learning_rate"": 0.0003}",0.23160652996808503,0.354654282863651,98.2850524877875,90.94036697247707,1043.4991974830627
15,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.001, ""learning_rate"": 0.0003}",0.21838540505626705,0.3871716165116855,99.01112117477616,88.76146788990826,1020.0054411888123
16,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.0001, ""learning_rate"": 0.0003}",0.24625514328762924,0.45971257771764484,97.6436175741288,86.46788990825688,1051.6298847198486
17,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.1, ""learning_rate"": 0.0003}",0.293963512905703,0.3617995945470674,94.48247190010245,90.71100917431193,1061.2526800632477
18,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.01, ""learning_rate"": 0.0003}",0.23160605390960984,0.35085973356451305,98.28802209386924,90.59633027522936,1018.6876618862152
19,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.001, ""learning_rate"": 0.0003}",0.21652956360734274,0.35587883102042334,99.11208778155577,91.05504587155963,1022.4473626613617
20,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.0001, ""learning_rate"": 0.0003}",0.24576745241384892,0.4727882370352745,97.53225734606305,83.4862385321101,1028.4414629936218
21,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.1, ""learning_rate"": 0.0003}",0.29447484650691164,0.3560568764805794,94.41120135414037,90.48165137614679,1067.0855877399445
22,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.01, ""learning_rate"": 0.0003}",0.23046671797005977,0.3611251083867891,98.34592941246343,90.71100917431193,1026.9747548103333
23,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.001, ""learning_rate"": 0.0003}",0.21632785640674645,0.3600466826132366,99.0794221146565,91.1697247706422,1021.2616205215454
24,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.0001, ""learning_rate"": 0.0003}",0.23031548166784707,0.45287684138332096,98.40086712497587,84.63302752293578,1030.4283182621002
25,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.1, ""learning_rate"": 3e-05}",0.3893530403987246,0.4041237086057663,87.85876553475181,86.12385321100918,1044.4628710746765
26,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.01, ""learning_rate"": 3e-05}",0.30887549837383127,0.3601533802492278,93.51289551441002,90.71100917431193,1047.917780160904
27,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.001, ""learning_rate"": 3e-05}",0.24502861310778773,0.3574234555874552,97.50850049740902,90.71100917431193,1029.7923758029938
28,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.0001, ""learning_rate"": 3e-05}",0.22486365336278838,0.36241878303033964,98.64140521759789,91.1697247706422,1057.2198596000671
29,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.1, ""learning_rate"": 3e-05}",0.38893445122836606,0.40195182391575407,87.92558167159126,85.77981651376147,1034.5485134124756
30,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.01, ""learning_rate"": 3e-05}",0.30592368131861836,0.36196875465767725,93.61089251510788,90.13761467889908,1050.8291981220245
31,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.001, ""learning_rate"": 3e-05}",0.242971511153314,0.3532817193440029,97.62579993763828,90.71100917431193,1045.1544115543365
32,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.0001, ""learning_rate"": 3e-05}",0.2235130369734028,0.35553733312657904,98.71267576355996,91.05504587155963,1057.4301097393036
33,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.1, ""learning_rate"": 3e-05}",0.3936661119132597,0.4120693291936602,87.65237791206997,85.89449541284404,1029.9875528812408
34,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.01, ""learning_rate"": 3e-05}",0.3033027394721174,0.36221940389701296,93.9330947749781,90.8256880733945,1058.3951597213745
35,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.001, ""learning_rate"": 3e-05}",0.23985779173583713,0.34672390297055244,97.84852039376976,91.28440366972477,1062.8594062328339
36,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.0001, ""learning_rate"": 3e-05}",0.22084107299881706,0.36000621957438333,98.84779284027974,90.8256880733945,1043.762776374817
37,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.1, ""learning_rate"": 3e-06}",0.6852447021319011,0.6923890241554805,55.8983800798824,50.91743119266055,1025.5052382946014
38,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.01, ""learning_rate"": 3e-06}",0.41205121971082803,0.4255745421562876,86.40068894861096,83.94495412844037,1069.618793964386
39,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.001, ""learning_rate"": 3e-06}",0.34247535367334825,0.37066746183804106,91.0303048300643,88.64678899082568,1053.2730166912079
40,adamw,"{""betas"": [0.5, 0.55], ""eps"": 0.0001, ""learning_rate"": 3e-06}",0.30216335213240986,0.36046641213553293,93.94794280538686,89.79357798165138,1040.8630604743958
41,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.1, ""learning_rate"": 3e-06}",0.6826299755420367,0.6916467760290418,56.2992769009191,50.80275229357798,1026.149850845337
42,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.01, ""learning_rate"": 3e-06}",0.40627089975282304,0.4271862091762679,86.70804317807243,84.40366972477064,1048.2250306606293
43,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.001, ""learning_rate"": 3e-06}",0.3388184298387333,0.36859165664230076,91.38665755987468,89.3348623853211,1025.9369995594025
44,adamw,"{""betas"": [0.7, 0.77], ""eps"": 0.0001, ""learning_rate"": 3e-06}",0.3000411804951285,0.366361813885825,94.14393680678258,90.0229357798165,1034.9723966121674
45,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.1, ""learning_rate"": 3e-06}",0.6841812913887858,0.690724002463477,56.011225110989024,50.91743119266055,1023.1594791412354
46,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.01, ""learning_rate"": 3e-06}",0.40975141993186254,0.4289801780666624,86.66052948076438,84.28899082568807,1037.05970621109
47,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.001, ""learning_rate"": 3e-06}",0.3344180553868378,0.37042092851230074,91.66134612243685,88.9908256880734,1026.2085275650024
48,adamw,"{""betas"": [0.9, 0.99], ""eps"": 0.0001, ""learning_rate"": 3e-06}",0.2929762227093522,0.3621551330600466,94.62946740114924,90.0229357798165,1029.791183233261
